"market_id","created_at","actual_delivery_time","store_id","store_primary_category","order_protocol","total_items","subtotal","num_distinct_items","min_item_price","max_item_price","total_onshift_dashers","total_busy_dashers","total_outstanding_orders","estimated_order_place_duration","estimated_store_to_consumer_driving_duration"
"4",2015-01-31 02:55:29,2015-01-31 04:39:57,"1858","pizza","1",2,3850,2,1365,1785,93,87,181,446,494
"3",2015-02-07 01:38:26,2015-02-07 02:43:29,"1858","japanese","5",2,3790,2,1275,2515,121,55,107,446,733
"4",2015-02-05 01:51:56,2015-02-05 03:36:31,"1858","pizza","1",1,1990,1,1765,1765,86,64,101,446,354
"4",2015-01-27 02:42:03,2015-01-27 03:56:07,"1858","pizza","1",1,2395,1,2395,2395,71,127,93,446,708
"4",2015-01-28 04:04:11,2015-01-28 04:53:18,"1858","pizza","1",1,2620,1,2620,2620,76,64,72,446,198
"4",2015-02-15 05:44:41,2015-02-15 06:56:43,"1858","pizza","1",1,2395,1,2395,2395,36,36,41,446,311
"4",2015-02-06 02:55:21,2015-02-06 03:46:20,"1858","pizza","1",2,2100,1,1050,1050,123,80,131,446,265
"4",2015-02-14 03:22:08,2015-02-14 04:57:10,"1858","pizza","1",2,3445,2,1050,2395,102,94,180,446,146
"4",2015-02-10 20:05:46,2015-02-10 21:19:41,"1858","pizza","1",1,2475,1,2475,2475,59,60,109,446,499
"4",2015-01-30 02:17:56,2015-01-30 03:33:28,"1858","pizza","1",1,1950,1,1950,1950,100,78,135,446,555
"4",2015-02-05 22:41:45,2015-02-05 23:08:27,"1858","pizza","1",1,990,1,795,795,17,13,14,446,312
"5",2015-02-03 02:49:03,2015-02-03 03:30:30,"6831","sandwich","4",2,774,2,169,415,31,30,29,251,519
"5",2015-01-25 03:18:41,2015-01-25 04:06:22,"6831","sandwich","4",1,565,1,415,415,17,28,25,251,195
"5",2015-02-11 20:10:11,2015-02-11 20:50:16,"6831","sandwich","4",3,2055,2,485,535,20,20,25,251,503
"5",2015-02-12 03:53:13,2015-02-12 04:50:19,"6831","sandwich","4",2,1570,2,485,485,26,24,31,251,512
"5",2015-02-03 20:59:54,2015-02-03 21:26:34,"6831","sandwich","4",6,1368,3,65,415,18,11,10,251,627
"2",2015-02-11 04:00:28,2015-02-11 04:53:55,"6831","fast","5",2,1350,2,415,535,18,18,25,251,574
"6",2015-02-03 18:43:28,2015-02-03 19:18:12,"2116","fast","4",4,1420,3,355,355,NA,NA,NA,251,589
"6",2015-01-23 19:29:33,2015-01-23 20:18:14,"2116","fast","4",7,4685,4,355,425,NA,NA,NA,251,593
"6",2015-01-27 19:02:42,2015-01-27 19:36:31,"2116","fast","4",4,1420,3,355,355,NA,NA,NA,251,589
"6",2015-01-26 23:54:44,2015-01-27 00:34:37,"2116","fast","4",3,1065,2,355,355,NA,NA,NA,251,473
"2",2015-02-16 03:53:30,2015-02-16 05:29:05,"6123","burger","2",3,4000,3,600,1800,9,9,25,446,882
"1",2015-01-26 03:33:04,2015-01-26 04:04:59,"6123","italian","1",3,3400,3,700,1600,12,12,16,446,723
"5",2015-01-22 00:55:24,2015-01-22 01:38:25,"1835","pizza","3",1,999,1,999,999,10,4,5,251,577
"5",2015-01-25 20:31:53,2015-01-25 21:15:00,"1835","pizza","3",1,2099,1,2099,2099,19,13,10,251,454
"1",2015-02-01 02:17:41,2015-02-01 03:08:50,"2810","salad","4",3,3240,3,850,980,59,59,75,446,483
"1",2015-02-08 18:19:29,2015-02-08 19:20:41,"2810","salad","1",3,3259,3,799,910,14,14,17,446,561
"1",2015-02-14 00:49:22,2015-02-14 01:34:50,"2810","salad","1",6,3290,6,100,910,21,19,25,446,667
"1",2015-01-25 19:07:28,2015-01-25 19:30:47,"2810","salad","1",1,1210,1,910,910,19,20,20,446,610
"1",2015-02-02 20:24:26,2015-02-02 22:32:45,"6956","japanese","1",2,2900,2,1000,1900,7,3,3,446,723
"1",2015-02-04 00:23:34,2015-02-04 01:17:07,"3591","italian","3",3,5780,3,1395,1895,13,15,15,251,353
"1",2015-02-15 02:27:22,2015-02-15 03:31:14,"3591","italian","3",2,3490,2,1595,1895,55,55,73,251,860
"1",2015-02-15 05:08:15,2015-02-15 06:00:47,"3591","italian","3",1,1895,1,1895,1895,37,36,50,251,1068
"1",2015-02-09 02:25:43,2015-02-09 03:04:53,"3591","italian","3",2,3190,2,1295,1895,60,60,86,251,240
"1",2015-02-11 03:23:24,2015-02-11 04:12:37,"3591","italian","3",2,3585,2,1395,1595,48,48,59,251,712
"1",2015-02-03 02:07:13,2015-02-03 03:27:18,"6600","gastropub","2",2,1750,2,350,1400,9,9,16,251,676
"1",2015-02-06 02:40:15,2015-02-06 03:56:35,"6600","gastropub","2",2,2100,2,900,1200,7,7,13,251,690
"2",2015-01-30 04:54:45,2015-01-30 05:28:54,"6600","burger","1",3,3400,3,600,1500,10,11,12,251,673
"1",2015-02-06 02:06:46,2015-02-06 03:34:18,"6600","gastropub","2",2,1600,2,700,900,8,8,9,251,110
"1",2015-01-23 03:48:54,2015-01-23 04:34:20,"6600","gastropub","2",5,4600,5,600,1200,18,20,26,251,393
"1",2015-02-03 03:14:26,2015-02-03 04:58:01,"6600","gastropub","2",3,2650,3,450,1300,10,12,21,251,693
"1",2015-02-15 18:59:13,2015-02-15 19:49:41,"6600","gastropub","2",2,1800,2,900,900,6,5,4,251,194
"1",2015-01-28 02:14:37,2015-01-28 02:37:52,"6600","gastropub","2",3,3200,3,700,1200,9,11,9,251,209
"1",2015-01-23 01:08:18,2015-01-23 01:47:06,"6600","gastropub","2",3,3023,3,418,1339,15,12,13,251,605
"2",2015-01-24 01:52:39,2015-01-24 02:32:43,"459","italian","5",4,2800,2,100,1300,107,101,136,251,506
"2",2015-02-07 01:41:02,2015-02-07 02:22:48,"459","italian","5",4,4350,4,600,1550,140,81,134,251,631
"2",2015-01-25 03:04:02,2015-01-25 04:05:12,"459","italian","5",2,2600,2,600,2000,114,118,177,251,428
"2",2015-02-14 01:14:02,2015-02-14 02:07:58,"459","italian","5",5,5550,5,600,1500,99,93,103,251,331
"2",2015-02-09 01:27:37,2015-02-09 02:15:32,"459","italian","5",1,1750,1,1350,1350,118,71,88,251,926
"2",2015-02-14 02:12:59,2015-02-14 03:11:51,"459",NA,"5",2,2600,2,1100,1500,144,92,175,251,521
"2",2015-02-06 03:01:34,2015-02-06 03:46:32,"459","italian","5",3,3600,3,800,1500,149,91,138,251,367
"2",2015-02-15 21:20:56,2015-02-15 22:20:58,"459","italian","5",7,7150,5,0,1450,67,67,94,251,708
"1",2015-02-08 01:03:25,2015-02-08 01:40:29,"459","chinese","4",3,3000,3,600,1350,85,69,72,251,515
"2",2015-01-30 03:13:37,2015-01-30 03:58:37,"459","italian","5",4,3400,3,275,1500,124,111,175,251,683
"2",2015-02-17 03:12:05,2015-02-17 03:53:30,"459","italian","5",2,1950,2,600,1350,112,73,109,251,359
"2",2015-02-08 02:16:56,2015-02-08 02:55:45,"459","italian","5",3,4300,3,1300,1500,128,97,167,251,334
"2",2015-02-08 02:35:31,2015-02-08 03:27:32,"459","italian","5",2,2090,2,690,1245,136,120,205,251,132
"2",2015-02-07 01:24:57,2015-02-07 01:58:27,"459","italian","5",6,4425,5,275,1300,111,84,112,251,278
"2",2015-02-01 02:04:15,2015-02-01 02:49:15,"459","italian","5",3,3600,1,1200,1200,102,102,145,251,300
"2",2015-01-25 00:54:21,2015-01-25 01:24:36,"459","italian","5",1,1400,1,1400,1400,49,58,76,251,314
"2",2015-01-24 23:42:12,2015-01-25 00:06:59,"459","italian","5",2,2750,2,1300,1450,42,47,41,251,295
"2",2015-02-18 01:29:51,2015-02-18 02:08:50,"459","italian","5",5,4600,5,600,1650,70,62,72,251,478
"2",2015-01-21 22:06:00,2015-01-21 22:38:39,"459","italian","5",5,4350,4,0,1500,22,26,40,251,629
"2",2015-01-25 01:20:07,2015-01-25 02:06:29,"459","italian","5",1,2009,1,1074,1142,79,88,122,251,583
"2",2015-02-02 22:48:57,2015-02-02 23:31:13,"459","italian","5",2,2400,2,1100,1300,34,36,56,251,369
"2",2015-02-02 02:04:38,2015-02-02 02:53:21,"459","italian","5",4,4900,4,600,1600,83,83,163,251,501
"2",2015-02-07 02:55:02,2015-02-07 03:55:15,"459","italian","5",4,3450,3,0,1600,NA,NA,NA,251,459
"2",2015-01-25 03:12:07,2015-01-25 04:09:28,"459","italian","5",1,1450,1,1450,1450,109,122,183,251,335
"2",2015-02-09 03:08:08,2015-02-09 03:54:10,"459","italian","5",4,4585,4,619,1556,131,125,206,251,636
"2",2015-01-26 20:25:22,2015-01-26 21:15:34,"459","italian","5",3,2275,3,275,1400,48,68,70,251,713
"2",2015-02-01 04:33:48,2015-02-01 05:57:00,"459","italian","5",2,2250,2,600,1500,87,87,141,251,738
"2",2015-01-22 16:56:14,2015-01-22 17:34:52,"6566","cafe","4",2,770,2,245,395,4,5,5,251,756
"2",2015-02-01 19:38:13,2015-02-01 20:11:04,"6566","cafe","4",4,1180,3,245,375,52,53,72,251,345
"2",2015-01-27 18:00:26,2015-01-27 18:39:20,"6566","cafe","4",2,720,2,245,345,16,16,15,251,442
"2",2015-02-06 05:34:36,2015-02-06 06:16:37,"6566","cafe","4",4,1560,3,175,395,30,32,45,251,622
"2",2015-02-16 03:24:21,2015-02-16 04:13:07,"6566","cafe","4",1,405,1,255,255,129,123,207,251,958
"2",2015-01-28 16:45:49,2015-01-28 17:29:03,"6566","cafe","4",4,1020,3,175,245,5,5,9,251,884
"6",2015-02-13 16:43:18,2015-02-13 17:18:00,"6566","indian","1",1,445,1,395,395,9,8,9,251,385
"2",2015-02-16 03:55:05,2015-02-16 05:08:43,"6566","cafe","4",7,2305,7,175,425,131,129,189,251,650
"2",2015-02-10 17:43:14,2015-02-10 18:44:06,"6566","cafe","4",2,490,1,245,245,8,8,11,251,891
"2",2015-02-16 01:59:06,2015-02-16 02:40:42,"6566","cafe","4",1,375,1,325,325,120,107,189,251,931
"3",2015-02-09 03:47:26,2015-02-09 04:17:34,"6566","mediterranean","3",1,445,1,295,295,114,119,163,251,548
"2",2015-02-01 16:48:00,2015-02-01 17:21:16,"6566","cafe","4",2,940,2,345,395,16,17,25,251,805
"2",2015-01-29 19:07:05,2015-01-29 19:31:03,"6566","cafe","4",4,1720,4,275,395,45,44,55,251,611
"2",2015-01-21 18:13:05,2015-01-21 18:49:10,"6566","cafe","4",6,2280,5,175,395,18,14,14,251,768
"2",2015-02-17 18:47:04,2015-02-17 19:55:06,"6566","cafe","4",2,702,2,286,554,28,28,28,251,752
"2",2015-01-24 17:08:47,2015-01-24 18:07:45,"6566","cafe","4",4,1160,4,225,325,11,19,21,251,778
"2",2015-02-16 19:05:12,2015-02-16 20:00:31,"6566","cafe","4",3,1245,3,245,395,32,31,43,251,638
"2",2015-01-24 19:27:22,2015-01-24 20:55:16,"6566","cafe","4",2,800,2,325,375,40,48,51,251,467
"2",2015-01-31 18:11:30,2015-01-31 18:47:41,"6566","cafe","4",5,1475,4,225,425,32,34,37,251,659
"2",2015-02-12 02:02:44,2015-02-12 02:41:10,"6566","cafe","4",5,1845,3,195,325,113,104,134,251,571
"2",2015-02-04 22:24:44,2015-02-04 23:01:31,"6566","cafe","4",2,750,2,275,395,22,24,37,251,693
"2",2015-01-21 18:04:23,2015-01-21 18:45:17,"6566","cafe","4",1,545,1,345,345,14,14,19,251,929
"2",2015-02-13 03:42:06,2015-02-13 04:36:15,"6566","cafe","4",2,990,1,295,295,132,114,170,251,747
"2",2015-02-02 05:56:33,2015-02-02 06:39:56,"6566","cafe","4",1,395,1,395,395,23,24,39,251,623
"2",2015-02-16 17:29:38,2015-02-16 18:16:15,"6566","cafe","4",2,840,2,325,395,10,10,12,251,758
"2",2015-01-26 17:22:47,2015-01-26 17:49:32,"6566","cafe","4",1,555,1,395,395,7,26,11,251,442
"2",2015-01-30 01:12:47,2015-01-30 01:56:52,"3558","mexican","1",4,3065,3,425,1150,54,45,53,446,381
"2",2015-02-07 00:49:27,2015-02-07 01:25:45,"3558","mexican","1",5,3680,5,425,1040,38,35,36,446,208
"2",2015-02-16 00:13:27,2015-02-16 00:57:16,"3558","mexican","1",2,2070,2,1030,1040,39,36,44,446,352
"2",2015-01-28 01:21:20,2015-01-28 02:09:20,"3558","mexican","1",6,3020,4,275,895,55,36,40,446,434
"2",2015-01-22 03:01:30,2015-01-22 03:57:40,"3558","mexican","1",2,2050,1,775,775,87,81,121,446,471
"2",2015-02-07 20:47:31,2015-02-07 21:32:17,"3558","mexican","1",2,1765,2,625,940,43,43,51,446,212
"2",2015-02-14 02:46:16,2015-02-14 03:50:58,"3558","mexican","1",2,1670,2,695,775,127,119,223,446,452
"2",2015-02-07 01:57:53,2015-02-07 03:23:25,"3558","mexican","1",3,2325,3,275,1050,137,72,131,446,203
"2",2015-01-27 01:05:01,2015-01-27 01:29:04,"3558","mexican","1",4,4075,2,775,1050,44,67,37,446,374
"2",2015-02-04 02:05:49,2015-02-04 02:58:08,"3558","mexican","1",2,2145,2,895,1250,89,66,80,446,664
"2",2015-02-16 03:05:46,2015-02-16 04:04:29,"3558","mexican","1",2,1470,2,395,775,95,92,158,446,561
"2",2015-02-05 03:08:21,2015-02-05 04:03:15,"3558","mexican","1",2,2080,1,1040,1040,76,71,116,446,655
"2",2015-02-06 01:59:33,2015-02-06 02:44:18,"3558","mexican","1",9,7420,6,375,1295,118,68,84,446,426
"2",2015-02-13 04:05:16,2015-02-13 04:54:33,"3558","mexican","1",3,3025,2,775,875,77,73,108,446,529
"2",2015-02-04 02:31:51,2015-02-04 03:18:33,"3558","mexican","1",1,975,1,775,775,88,56,77,446,538
"2",2015-01-29 01:15:01,2015-01-29 02:09:46,"3558","mexican","1",3,3125,2,625,1050,51,42,57,446,929
"2",2015-01-26 20:14:24,2015-01-26 21:14:15,"3558","mexican","1",1,995,1,995,995,35,64,47,446,336
"2",2015-02-11 03:20:33,2015-02-11 04:10:27,"3558","mexican","1",1,1040,1,1040,1040,69,68,103,446,324
"4",2015-02-07 20:10:41,2015-02-07 20:52:31,"3558","mediterranean","5",4,4715,4,1030,1350,40,39,55,446,204
"2",2015-01-22 19:32:02,2015-01-22 20:21:31,"3558","mexican","1",3,3120,3,727,1411,37,40,46,446,60
"2",2015-01-28 21:28:52,2015-01-28 22:23:25,"3558","mexican","4",1,1295,1,1295,1295,30,27,30,446,418
"2",2015-02-08 19:38:27,2015-02-08 20:26:29,"3558","mexican","1",4,3925,3,375,1150,33,31,36,446,390
"2",2015-02-02 19:59:09,2015-02-02 20:38:30,"3558","mexican","1",1,895,1,895,895,46,40,37,446,83
"2",2015-01-23 19:58:27,2015-01-23 21:09:30,"3558","mexican","1",2,800,2,375,425,35,26,45,446,392
"2",2015-01-24 02:44:08,2015-01-24 03:53:09,"6281","dessert","1",2,2190,2,1095,1095,56,57,95,446,296
"2",2015-02-05 02:00:28,2015-02-05 02:53:38,"6281","dessert","1",2,3290,2,995,2095,58,39,68,446,370
"2",2015-02-13 22:20:43,2015-02-13 23:12:15,"6281","dessert","1",5,5225,4,795,1550,20,16,15,446,527
"2",2015-02-16 02:16:10,2015-02-16 03:27:42,"6281","dessert","1",5,4900,5,450,2095,56,56,94,446,836
"2",2015-02-07 21:53:31,2015-02-07 22:53:22,"6281","dessert","1",1,1795,1,1795,1795,25,26,28,446,964
"2",2015-02-09 05:00:20,2015-02-09 06:03:17,"6281","dessert","1",1,1995,1,1995,1995,27,17,20,446,625
"2",2015-02-18 05:28:20,2015-02-18 06:34:30,"6281","dessert","1",2,3540,2,1350,2190,23,20,21,446,625
"2",2015-02-07 01:46:46,2015-02-07 02:45:24,"6281","dessert","1",4,4822,4,795,1850,57,45,73,446,693
"2",2015-02-14 04:14:16,2015-02-14 05:24:30,"6281","dessert","1",2,1590,2,795,795,46,46,103,446,427
"2",2015-02-08 02:19:26,2015-02-08 03:49:56,"6281","dessert","1",5,8030,5,1195,2095,52,46,79,446,452
"2",2015-01-24 02:27:48,2015-01-24 04:06:38,"6281","dessert","1",4,5280,4,795,1795,53,54,90,446,790
"2",2015-02-18 02:27:54,2015-02-18 03:30:50,"6281","dessert","1",3,4240,3,1195,1650,55,47,65,446,490
"2",2015-02-06 00:14:31,2015-02-06 01:04:12,"6281","dessert","1",1,1495,1,1495,1495,15,14,17,446,526
"2",2015-02-16 02:00:54,2015-02-16 03:36:29,"6281","dessert","1",5,4730,5,595,1545,54,45,86,446,654
"2",2015-01-24 03:44:53,2015-01-24 05:02:19,"6281","dessert","1",4,5335,4,695,1950,38,48,91,446,460
"2",2015-01-30 06:10:54,2015-01-30 06:58:34,"6281","dessert","1",1,1095,1,1095,1095,10,14,14,446,372
"2",2015-02-03 03:05:29,2015-02-03 04:12:32,"6281","dessert","1",3,4240,3,1095,1995,40,40,75,446,659
"2",2015-01-22 05:49:32,2015-01-22 06:30:45,"6281","dessert","1",5,3645,4,595,865,14,15,14,446,625
"2",2015-02-01 06:42:17,2015-02-01 07:17:12,"6281","dessert","1",4,3536,4,795,1077,8,7,7,446,676
"2",2015-02-15 02:44:05,2015-02-15 04:16:38,"6281","dessert","1",2,2345,2,795,1550,49,46,90,446,500
"2",2015-01-29 05:43:47,2015-01-29 06:19:01,"6281","dessert","1",2,2390,2,695,1695,14,12,14,446,631
"2",2015-01-30 03:45:02,2015-01-30 04:35:06,"6281","dessert","1",3,3485,3,695,1995,58,56,79,446,339
"2",2015-02-15 05:01:55,2015-02-15 06:17:41,"6281","dessert","1",3,4375,3,795,1950,32,32,48,446,688
"2",2015-02-15 02:52:50,2015-02-15 04:28:01,"6281","dessert","1",8,7615,8,495,1895,51,50,96,446,842
"2",2015-01-22 00:02:37,2015-01-22 00:54:43,"6281","dessert","1",4,4050,4,695,1795,24,8,9,446,805
"2",2015-02-10 01:30:07,2015-02-10 02:33:13,"6281","dessert","1",1,1300,1,1300,1300,34,30,52,446,390
"2",2015-02-16 04:42:04,2015-02-16 05:25:52,"6281","dessert","1",2,1564,2,695,869,27,26,47,446,743
"2",2015-02-16 02:48:25,2015-02-16 04:10:20,"6281","dessert","1",5,4875,3,595,1495,53,51,97,446,337
"3",2015-02-14 21:46:02,2015-02-14 22:46:17,"6281","barbecue","1",4,5150,4,865,1695,33,33,38,446,761
"2",2015-02-11 04:10:19,2015-02-11 05:07:00,"6281","dessert","1",2,1660,2,795,865,36,45,61,446,314
"2",2015-01-25 02:49:04,2015-01-25 03:51:00,"6281","dessert","1",4,6480,4,795,2995,48,59,85,446,684
"2",2015-02-08 06:25:17,2015-02-08 07:18:03,"6281","dessert","1",2,1915,2,865,1050,11,12,11,446,731
"2",2015-02-03 20:26:30,2015-02-03 21:20:06,"5107","sandwich","3",12,7888,4,639,779,40,40,52,251,695
"2",2015-02-04 19:35:22,2015-02-04 20:32:51,"5107","sandwich","3",6,4133,6,459,879,38,38,58,251,501
"2",2015-02-15 01:53:47,2015-02-15 02:40:20,"5107","sandwich","3",3,1677,3,399,549,45,42,64,251,288
"2",2015-01-23 02:30:43,2015-01-23 03:16:15,"5107","sandwich","3",6,2794,5,199,619,53,49,73,251,285
"2",2015-02-06 20:22:58,2015-02-06 20:58:01,"5107","sandwich","3",4,2513,4,279,748,52,50,57,251,594
"2",2015-02-05 02:26:06,2015-02-05 03:28:14,"5107","sandwich","3",9,7682,9,499,889,61,52,79,251,1140
"2",2015-01-28 19:39:25,2015-01-28 20:24:44,"5107","sandwich","3",5,4013,4,529,879,49,45,59,251,545
"2",2015-01-24 01:57:25,2015-01-24 03:00:33,"5107","sandwich","3",2,1128,2,529,599,50,47,75,251,553
"2",2015-01-31 17:24:02,2015-01-31 18:01:31,"5107","sandwich","3",3,1247,3,159,469,7,7,8,251,619
"2",2015-01-29 20:06:04,2015-01-29 20:45:30,"5107","sandwich","3",7,957,4,50,429,48,50,68,251,NA
"2",2015-02-14 02:10:34,2015-02-14 03:01:15,"5107","sandwich","3",1,1048,1,748,748,62,53,80,251,565
"2",2015-01-21 20:03:19,2015-01-21 21:10:43,"5107","sandwich","3",4,3305,3,429,1118,37,34,52,251,901
"2",2015-02-05 17:48:44,2015-02-05 18:14:30,"5107","sandwich","3",11,5109,4,259,879,7,1,1,251,498
"2",2015-02-15 01:52:05,2015-02-15 02:35:48,"5107","sandwich","3",2,1728,2,849,879,45,42,64,251,375
"2",2015-02-01 22:43:34,2015-02-01 23:40:02,"5107","sandwich","3",5,3225,5,429,869,30,29,22,251,553
"2",2015-02-03 02:04:08,2015-02-03 02:56:57,"5107","sandwich","3",8,5504,8,229,899,33,33,56,251,403
"2",2015-02-11 17:44:25,2015-02-11 18:22:18,"5107","sandwich","3",3,1267,3,419,429,4,4,5,251,535
"2",2015-02-02 20:46:01,2015-02-02 21:38:54,"5107","sandwich","3",1,739,1,739,739,33,34,40,251,375
"2",2015-02-12 22:53:54,2015-02-12 23:16:38,"5107","sandwich","3",5,2175,5,219,549,17,12,11,251,288
"2",2015-02-04 20:09:27,2015-02-04 20:55:46,"5107","sandwich","3",3,2057,3,429,849,44,39,50,251,553
"2",2015-01-24 23:27:34,2015-01-24 23:52:29,"5107","sandwich","3",2,1107,2,239,738,25,26,14,251,553
"2",2015-01-24 22:50:07,2015-01-24 23:24:18,"5107","sandwich","3",2,1078,2,179,899,26,29,17,251,725
"2",2015-02-17 19:07:27,2015-02-17 19:36:11,"5107","sandwich","3",1,868,1,828,828,32,26,41,251,290
"1",2015-01-31 02:24:37,2015-01-31 03:33:02,"5107","asian","5",1,649,1,549,549,48,42,97,251,539
"2",2015-02-03 01:56:20,2015-02-03 02:34:30,"5107","sandwich","3",3,1687,3,199,639,33,32,55,251,506
"4",2015-01-28 16:10:17,2015-01-28 17:53:59,"3429","american","3",1,1145,1,995,995,2,2,2,251,848
"4",2015-02-10 17:44:31,2015-02-10 18:20:40,"3429","american","3",1,1125,1,1125,1125,8,7,6,251,411
"4",2015-02-08 20:14:49,2015-02-08 20:50:03,"3429","american","3",2,1400,2,275,1125,48,47,61,168,946
"4",2015-02-04 19:52:46,2015-02-04 20:41:53,"3429","american","3",8,8610,8,975,1150,59,56,79,251,540
"4",2015-02-14 21:54:04,2015-02-14 22:43:37,"3429","american","3",1,1077,1,1180,1080,34,42,53,251,396
"4",2015-02-01 20:47:09,2015-02-01 21:13:35,"3429","american","3",2,2300,2,1125,1175,46,34,45,251,367
"4",2015-02-05 19:20:19,2015-02-05 20:05:44,"3429","american","3",2,2120,2,975,995,56,50,73,251,799
"4",2015-02-14 21:47:19,2015-02-14 22:45:35,"3429","american","3",1,1025,1,1025,1025,33,32,38,251,776
"4",2015-01-27 16:34:08,2015-01-27 17:30:04,"3429","american","3",2,1675,2,550,1125,10,9,6,251,404
"4",2015-01-31 02:20:19,2015-01-31 03:05:25,"3429","american","3",1,1125,1,1125,1125,86,74,154,251,766
"4",2015-02-08 01:41:21,2015-02-08 02:20:38,"3429","american","3",2,1920,2,795,1125,98,65,103,251,711
"4",2015-02-14 17:23:41,2015-02-14 18:00:46,"3429","american","3",1,1180,1,625,625,11,9,7,251,1125
"4",2015-02-04 03:18:08,2015-02-04 03:55:30,"3429","american","3",1,1125,1,1025,1025,83,78,104,251,796
"4",2015-02-01 16:55:40,2015-02-01 17:38:55,"3429","american","3",1,1095,1,1095,1095,8,8,10,251,917
"4",2015-02-07 17:46:00,2015-02-07 18:22:17,"3429","american","3",4,2840,4,295,1125,14,10,9,251,885
"4",2015-01-25 16:43:03,2015-01-25 17:13:26,"3429","american","3",7,3690,6,295,1125,10,57,8,251,621
"4",2015-01-26 21:56:07,2015-01-26 22:25:44,"3429","american","3",3,1760,3,295,795,39,80,19,251,293
"4",2015-01-31 18:10:33,2015-01-31 18:50:43,"3429","american","3",4,3790,4,295,1225,14,14,14,251,889
"4",2015-01-28 02:10:18,2015-01-28 03:16:08,"3429","american","3",3,3195,3,795,1125,80,65,99,251,771
"4",2015-01-25 22:31:43,2015-01-25 23:02:06,"3429","american","3",4,3450,3,575,1125,44,88,36,251,712
"4",2015-02-16 01:32:23,2015-02-16 02:11:29,"3429","american","3",1,1150,1,1150,1150,66,61,103,251,418
"4",2015-01-24 19:36:11,2015-01-24 19:55:30,"3429","american","3",1,825,1,625,625,50,88,59,251,257
"4",2015-01-24 18:24:05,2015-01-24 18:57:15,"3429","american","3",2,1300,2,275,1025,21,53,14,251,837
"4",2015-01-25 18:26:08,2015-01-25 19:03:19,"3429","american","3",1,1180,1,625,625,24,60,10,251,1147
"4",2015-01-25 22:53:51,2015-01-25 23:17:45,"3429","american","3",1,1095,1,1095,1095,42,84,28,251,849
"4",2015-02-14 17:05:11,2015-02-14 17:39:21,"3429","american","3",3,2495,3,275,1125,10,9,8,251,939
"4",2015-01-27 18:33:51,2015-01-27 19:05:50,"3429","american","3",2,1420,2,295,1125,26,8,8,251,712
"6",2015-02-11 00:28:56,2015-02-11 01:11:17,"1388","mexican","2",2,1175,2,375,800,NA,NA,NA,251,489
"6",2015-01-22 03:19:05,2015-01-22 03:55:32,"1388","mexican","2",3,1325,3,280,700,NA,NA,NA,251,687
"6",2015-02-06 19:28:38,2015-02-06 19:54:04,"1388","mexican","2",3,1350,3,75,800,NA,NA,NA,251,609
"6",2015-01-26 22:01:49,2015-01-26 22:35:32,"1388","mexican","2",5,1920,2,280,800,NA,NA,NA,251,295
"6",2015-02-12 01:51:25,2015-02-12 02:32:47,"1388","mexican","2",4,1600,2,300,700,NA,NA,NA,251,743
"6",2015-02-01 19:19:11,2015-02-01 20:13:54,"1388","mexican","2",3,1575,3,75,800,NA,NA,NA,251,886
"6",2015-01-30 01:03:12,2015-01-30 01:52:20,"1388","mexican","2",4,1710,3,250,800,NA,NA,NA,251,542
"6",2015-02-05 19:34:47,2015-02-05 20:12:59,"1388","mexican","2",6,3695,6,345,800,NA,NA,NA,251,820
"6",2015-02-15 01:34:56,2015-02-15 02:11:12,"1388","mexican","2",3,2100,3,351,998,NA,NA,NA,251,967
"4",2015-01-28 02:21:41,2015-01-28 03:19:04,"1388","bubble-tea","3",11,3380,3,250,475,NA,NA,NA,251,579
"6",2015-02-08 04:13:06,2015-02-08 05:21:49,"1388","mexican","2",4,1735,2,280,895,NA,NA,NA,251,816
"6",2015-02-10 00:20:46,2015-02-10 00:44:50,"1388","mexican","2",6,1680,1,280,280,NA,NA,NA,251,293
"6",2015-02-05 01:47:52,2015-02-05 02:45:22,"1388","mexican","2",2,1695,2,800,895,NA,NA,NA,251,817
"6",2015-02-01 01:17:26,2015-02-01 01:47:34,"1388","mexican","2",4,1835,3,280,800,NA,NA,NA,251,542
"6",2015-01-30 03:04:07,2015-01-30 03:39:35,"1388","mexican","2",1,1159,1,854,1001,NA,NA,NA,251,518
"6",2015-02-15 23:33:10,2015-02-15 23:58:57,"1388","mexican","2",1,895,1,895,895,NA,NA,NA,251,224
"6",2015-02-01 02:56:09,2015-02-01 03:44:03,"1388","mexican","2",3,2100,3,700,700,NA,NA,NA,251,632
"6",2015-01-29 01:21:36,2015-01-29 01:54:52,"1388","mexican","2",3,1520,3,345,800,NA,NA,NA,251,456
"6",2015-02-11 22:26:22,2015-02-11 22:41:43,"1388","mexican","2",6,1680,1,280,280,NA,NA,NA,251,293
"4",2015-02-13 03:43:50,2015-02-13 04:17:15,"1388",NA,"2",2,1665,2,604,830,NA,NA,NA,251,664
"3",2015-02-17 00:42:54,2015-02-17 01:17:26,"1388","pizza","1",3,1970,3,75,1095,NA,NA,NA,251,766
"6",2015-01-22 03:34:55,2015-01-22 04:29:59,"1388","mexican","2",3,2195,3,600,895,NA,NA,NA,251,651
"6",2015-02-17 20:19:33,2015-02-17 21:14:33,"1388","mexican","2",2,1150,2,250,800,NA,NA,NA,251,759
